Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_screw,0.9815535970485756,0.9914548076629198,0.9559624353558307
Mean,0.9815535970485756,0.9914548076629198,0.9559624353558307
